Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,tGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.374,21.789749461330665,0.5029364846339255,0.3960773262345151,0.002669253750564769,0.3960773262345151,0.9210881425420316,0.8964238660855648,0.9258047767250654,0.9096219453929377
1.376,21.88538690885079,0.5041750723684432,0.39599418929695557,0.002643886707463893,0.39599418929695557,0.921061225007588,0.8964420989382206,0.9258459419903806,0.9096556746090413
1.378,21.980105654316944,0.5053957367619848,0.39591245185508606,0.002618215504381485,0.39591245185508606,0.9210341649491243,0.8964595917211383,0.9258861461458546,0.9096884878183877
1.38,22.073894829891795,0.5065983513258239,0.3958321202123867,0.0025922446976431616,0.3958321202123867,0.9210069783055364,0.8964763570870761,0.9259253967981543,0.9097203950506785
1.382,22.166743732312224,0.5077827926302798,0.3957532004589491,0.002565978873806688,0.3957532004589491,0.9209796810410699,0.8964924077500852,0.9259637016490788,0.9097514064211323
1.384,22.258641823963874,0.5089489403096675,0.3956756984711699,0.002539422648895187,0.3956756984711699,0.920952289134862,0.8965077564755813,0.9260010684879457,0.9097815321215736
1.386,22.34957873392807,0.5100966770666484,0.395599619911478,0.0025125806676292413,0.395599619911478,0.9209248185705147,0.8965224160704759,0.9260375051840255,0.9098107824115769
1.388,22.43954425900111,0.5112258886759957,0.39552497022809324,0.002485457602658041,0.39552497022809324,0.920897285325702,0.8965363993733729,0.9260730196790323,0.9098391676096721
1.39,22.528528364685826,0.5123364639877785,0.39545175465481774,0.002458058153789719,0.39545175465481774,0.9208697053618233,0.8965497192448388,0.9261076199796721,0.9098666980846211
1.392,22.61652118615546,0.5134282949299809,0.39537997821086057,0.0024303870472210166,0.39537997821086057,0.9208420946136997,0.8965623885577481,0.9261413141502537,0.90989338424676
1.394,22.703513029189757,0.5145012765105639,0.39530964570069316,0.002402449034766413,0.39530964570069316,0.9208144689793283,0.8965744201877113,0.9261741103053671,0.9099192365394217
1.396,22.789494371083347,0.5155553068189807,0.39524076171393824,0.0023742488930868625,0.39524076171393824,0.9207868443096925,0.8965858270035884,0.9262060166026297,0.9099442654304364
1.398,22.874455861526307,0.5165902870271564,0.39517333062528925,0.002345791422918265,0.39517333062528925,0.9207592363986369,0.8965966218580946,0.9262370412355077,0.9099684814037163
1.4,22.958388323456983,0.5176061213899427,0.39510735659446317,0.0023170814482998043,0.39510735659446317,0.9207316609728126,0.8966068175785019,0.9262671924262135,0.9099918949509311
1.402,23.041282753887018,0.5186027172450595,0.39504284356618374,0.0022881238158022838,0.39504284356618374,0.9207041336816962,0.8966164269574401,0.9262964784186849,0.9100145165632727
1.404,23.1231303246986,0.5195799850125349,0.3949797952701972,0.0022589233937565815,0.3949797952701972,0.9206766700876918,0.8966254627438071,0.9263249074716482,0.9100363567233207
1.406,23.20392238341394,0.520537838193651,0.39491821522131876,0.0022294850714823515,0.39491821522131876,0.9206492856563157,0.8966339376337841,0.926352487851768,0.9100574258970071
1.408,23.283650453936986,0.5214761933694128,0.3948581067195109,0.002199813758517089,0.3948581067195109,0.9206219957464735,0.8966418642619699,0.9263792278268896,0.9100777345256843
1.41,23.362306237267404,0.5223949701985433,0.39479947284999223,0.0021699143838456786,0.39479947284999223,0.9205948156008337,0.896649255192632,0.926405135659374,0.9100972930183062
