Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,sCRX.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.072,34.33423798453171,0.40000002254087974,0.4,-2.0587792140224912e-10,1.4351069194422743,0.9999999918330591,0.9919935381568321,0.999999995709314,0.9959841729210076
0.074,34.33423797702588,0.40000002238245536,0.4,-2.1110655616952584e-10,1.4351069193919934,0.9999999918376459,0.9919935381605998,0.9999999957115615,0.9959841729239749
0.076,34.33423796933249,0.40000002222060577,0.4,-2.162972879551666e-10,1.4351069193400483,0.9999999918423338,0.9919935381644501,0.9999999957138584,0.9959841729270075
0.078,34.334237961452935,0.400000022055378,0.4,-2.2144932553936453e-10,1.435106919286434,0.9999999918471214,0.9919935381683818,0.999999995716204,0.9959841729301038
0.08,34.334237953388616,0.4000000218868182,0.4,-2.2656188866403578e-10,1.4351069192311479,0.999999991852007,0.9919935381723937,0.9999999957185975,0.9959841729332637
0.082,34.33423794514096,0.4000000217149746,0.4,-2.3163420817981173e-10,1.4351069191741854,0.9999999918569891,0.9919935381764846,0.9999999957210383,0.9959841729364858
0.084,34.334237936711446,0.40000002153989184,0.4,-2.366655258514905e-10,1.4351069191155448,0.9999999918620657,0.991993538180653,0.9999999957235253,0.9959841729397688
0.086,34.33423792810155,0.40000002136161844,0.4,-2.416550944596345e-10,1.4351069190552241,0.999999991867236,0.9919935381848978,0.9999999957260579,0.9959841729431121
0.088,34.33423791931279,0.4000000211802007,0.4,-2.4660217778760055e-10,1.4351069189932204,0.9999999918724974,0.9919935381892176,0.9999999957286353,0.9959841729465145
0.09,34.334237910346715,0.4000000209956848,0.4,-2.5150605063450975e-10,1.4351069189295327,0.9999999918778487,0.9919935381936112,0.9999999957312566,0.995984172949975
0.092,34.33423790120488,0.40000002080811875,0.4,-2.563659987828227e-10,1.4351069188641605,0.9999999918832883,0.9919935381980775,0.9999999957339213,0.9959841729534926
