Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,gAST.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
6.442,27.29466512635689,0.37412048982039153,0.4032581537239323,0.00024014878167379698,0.4032581537239323,0.999846281669291,0.992050405490776,0.9999884857657063,0.9959994673328455
6.444,27.303440797735764,0.3743585597072435,0.4032521783696092,0.0002473782274514142,0.4032521783696092,0.9998361083022117,0.9920431633121553,0.9999841788085633,0.9959937692010864
6.446,27.312475610373752,0.3746009639520885,0.403245540675827,0.00025454531115821623,0.403245540675827,0.999825998939717,0.9920359340952299,0.9999798886767507,0.995988087188514
6.448,27.321767296955468,0.37484764582064317,0.40323824349544707,0.0002616487974731959,0.40323824349544707,0.9998159547649389,0.9920287186362894,0.9999756157152727,0.9959824218397235
6.45,27.331313545965557,0.375098547905167,0.4032302898016434,0.00026868746619807286,0.4032302898016434,0.9998059769412385,0.9920215177233762,0.9999713602622254,0.9959767736915236
6.452,27.341112002236695,0.3753536121372731,0.40322168268704855,0.0002756601124524103,0.40322168268704855,0.9997960666124119,0.9920143321365407,0.9999671226490587,0.995971143273207
6.454,27.351160267504454,0.37561277980082175,0.40321242536287877,0.00028256554686524816,0.40321242536287877,0.9997862249029034,0.9920071626480997,0.9999629032008426,0.9959655311068262
6.456,27.361455900969055,0.3758759915448942,0.4032025211580378,0.0002894025957632804,0.4032025211580378,0.9997764529180206,0.9920000100228972,0.9999587022365308,0.9959599377074663
6.458,27.371996419863795,0.37614318739683583,0.4031919735182007,0.00029617010135551367,0.4031919735182007,0.9997667517441562,0.9919928750185631,0.9999545200692281,0.9959543635835217
6.46,27.38277930003012,0.37641430677537907,0.4031807860048772,0.000302866921914434,0.4031807860048772,0.9997571224490106,0.991985758385777,0.9999503570064561,0.9959488092369726
6.462,27.393801976499084,0.3766892885038296,0.4031689622944552,0.00030949193195359823,0.4031689622944552,0.9997475660818215,0.9919786608685278,0.9999462133504187,0.9959432751636597
6.464,27.405061844079203,0.3769680708233239,0.40315650617722393,0.00031604402240167673,0.40315650617722393,0.9997380836735932,0.9919715832043766,0.9999420893982692,0.9959377618535613
6.466,27.416556257950432,0.37725059140614975,0.40314342155637833,0.00032252210077289095,0.40314342155637833,0.9997286762373315,0.9919645261247187,0.9999379854423743,0.9959322697910694
6.468,27.428282534264305,0.3775367873691288,0.40312971244700335,0.00032892509133387263,0.40312971244700335,0.9997193447682784,0.9919574903550439,0.9999339017705803,0.9959267994552629
6.47,27.440237950749946,0.37782659528705703,0.40311538297503974,0.0003352519352668664,0.40311538297503974,0.9997100902441508,0.9919504766151958,0.999929838666474,0.9959213513201827
6.472,27.452419747325926,0.3781199512062052,0.4031004373762307,0.00034150159082930396,0.4031004373762307,0.9997009136253807,0.9919434856196326,0.9999257964096473,0.9959159258551036
6.474,27.46482512671777,0.3784167906578671,0.40308487999505016,0.00034767303350969773,0.40308487999505016,0.9996918158553554,0.9919365180776818,0.999921775275955,0.9959105235248044
6.476,27.477451255081043,0.3787170486719651,0.4030687152836126,0.00035376525617988126,0.4030687152836126,0.9996827978606603,0.9919295746937966,0.9999177755377749,0.9959051447898366
6.478,27.490295262629836,0.37902065979070104,0.4030519478005649,0.000359777269243524,0.4030519478005649,0.999673860551322,0.991922656167809,0.9999137974642633,0.9958997901067913
6.48,27.503354244270515,0.37932755808225116,0.40303458220996036,0.0003657081007809494,0.40303458220996036,0.9996650048210511,0.9919157631951792,0.9999098413216082,0.995894459928562
6.482,27.516625260240634,0.37963767715450925,0.40301662328011517,0.0003715567966902089,0.40301662328011517,0.9996562315474858,0.9919088964672437,0.9999059073732806,0.9958891547046053
6.484,27.530105336752875,0.37995095016886493,0.40299807588244785,0.00037732242082443924,0.40299807588244785,0.9996475415924353,0.9919020566714588,0.9999019958802825,0.995883874881199
6.486,27.543791466643828,0.38026730985402346,0.4029789449903013,0.000383004055125437,0.4029789449903013,0.9996389358021224,0.9918952444916425,0.9998981071013914,0.9958786209016955
6.488,27.55768061002754,0.380586688519859,0.4029592356777485,0.0003886007997534801,0.4029592356777485,0.9996304150074247,0.9918884606082103,0.9998942412934024,0.9958733932067731
6.49,27.571769694953645,0.38090901807130095,0.40293895311838157,0.00039411177321335266,0.40293895311838157,0.9996219800241158,0.9918817056984089,0.9998903987113648,0.9958681922346816
6.492,27.58605561807,0.3812342300222508,0.40291810258408467,0.00039953611247660185,0.40291810258408467,0.9996136316531045,0.9918749804365447,0.999886579608816,0.995863018421484
6.494,27.600535245289617,0.3815622555095264,0.4028966894437912,0.00040487297309996657,0.4028966894437912,0.9996053706806719,0.991868285494207,0.9998827842380119,0.9958578722012956
6.496,27.61520541246182,0.38189302530683017,0.40287471916222517,0.00041012152934000737,0.40287471916222517,0.9995971978787067,0.9918616215404888,0.9998790128501516,0.9958527540065154
6.498,27.630062926047415,0.3822264698387396,0.40285219729862726,0.0004152809742638999,0.40285219729862726,0.9995891140049384,0.9918549892421987,0.9998752656955975,0.995847664268055
6.5,27.645104563797844,0.38256251919471956,0.402829129505466,0.00042035051985641963,0.402829129505466,0.9995811198031676,0.9918483892640713,0.9998715430240919,0.9958426034155601
6.502,27.660327075438065,0.38290110314315007,0.40280552152713417,0.000425329397123065,0.40280552152713417,0.9995732160034935,0.9918418222689689,0.9998678450849681,0.9958375718776289
6.504,27.6757271833531,0.3832421511453671,0.4027813791986306,0.00043021685618934536,0.4027813791986306,0.9995654033225388,0.9918352889180791,0.9998641721273553,0.9958325700820225
6.506,27.691301583278094,0.3835855923697199,0.40275670844422784,0.00043501216639621633,0.40275670844422784,0.9995576824636704,0.9918287898711061,0.9998605244003794,0.9958275984558715
6.508,27.707046944991706,0.3839313557056334,0.40273151527612616,0.00043971461639164623,0.40273151527612616,0.9995500541172164,0.9918223257864546,0.9998569021533583,0.9958226574258745
6.51,27.72295991301279,0.3842793697776806,0.4027058057930936,0.0004443235142183399,0.4027058057930936,0.9995425189606808,0.9918158973214083,0.9998533056359896,0.9958177474184915
6.512,27.739037107300092,0.38462956295965817,0.4026795861790933,0.000448838187397574,0.4026795861790933,0.9995350776589513,0.9918095051323009,0.9998497350985351,0.9958128688601312
6.514,27.755275123954966,0.3849818633886651,0.4026528627018969,0.0004532579830091732,0.4026528627018969,0.9995277308645057,0.9918031498746808,0.9998461907919973,0.9958080221773296
6.516,27.771670535926802,0.38533619897917837,0.40262564171168647,0.0004575822677676003,0.40262564171168647,0.9995204792176118,0.9917968322034681,0.9998426729682902,0.9958032077969243
