Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.33,36.64079352235645,0.39999999496041816,0.4,-5.366021396694803e-10,0.9999999904561749,0.9919935375154367,0.9999999952366326,0.9959841723570737
0.332,36.640793503061204,0.39999999472453207,0.4,-5.353469980142808e-10,0.9999999904418643,0.9919935375084395,0.9999999952315833,0.9959841723509918
0.334,36.640793483812125,0.39999999448973333,0.4,-5.340369891934071e-10,0.9999999904276553,0.9919935375014961,0.9999999952265715,0.9959841723449554
0.336,36.64079346461119,0.39999999425604654,0.4,-5.32672375274399e-10,0.99999999041355,0.9919935374946071,0.9999999952215979,0.9959841723389659
0.338,36.64079344546037,0.3999999940234952,0.4,-5.312534239126594e-10,0.9999999903995506,0.9919935374877737,0.9999999952166632,0.9959841723330238
0.34,36.6407934263616,0.39999999379210294,0.4,-5.297804082866047e-10,0.9999999903856586,0.9919935374809968,0.999999995211768,0.9959841723271301
0.342,36.64079340731682,0.399999993561894,0.4,-5.282536069593198e-10,0.9999999903718765,0.991993537474278,0.9999999952069134,0.995984172321286
0.344,36.64079338832798,0.3999999933328912,0.4,-5.266733041293087e-10,0.9999999903582061,0.9919935374676176,0.9999999952020997,0.9959841723154919
0.346,36.64079336939699,0.39999999310511736,0.4,-5.250397892803078e-10,0.999999990344649,0.991993537461017,0.999999995197328,0.9959841723097488
0.348,36.64079335052575,0.3999999928785962,0.4,-5.233533572958531e-10,0.9999999903312076,0.9919935374544772,0.9999999951925986,0.9959841723040579
0.35,36.64079333171617,0.3999999926533501,0.4,-5.216143084160476e-10,0.9999999903178837,0.9919935374479991,0.9999999951879126,0.9959841722984195
0.352,36.64079331297014,0.39999999242940165,0.4,-5.198229480646285e-10,0.9999999903046788,0.9919935374415838,0.9999999951832705,0.9959841722928349
0.354,36.640793294289544,0.39999999220677357,0.4,-5.179795869548892e-10,0.9999999902915955,0.991993537435232,0.9999999951786729,0.9959841722873046
0.356,36.64079327567624,0.3999999919854877,0.4,-5.160845409686258e-10,0.9999999902786348,0.9919935374289447,0.9999999951741203,0.9959841722818296
0.358,36.640793257132074,0.39999999176556617,0.4,-5.141381311410064e-10,0.9999999902657991,0.9919935374227231,0.999999995169614,0.9959841722764108
0.36,36.6407932386589,0.3999999915470306,0.4,-5.121406835741047e-10,0.99999999025309,0.991993537416568,0.9999999951651541,0.9959841722710487
0.362,36.64079322025856,0.39999999132990266,0.4,-5.100925294196069e-10,0.9999999902405092,0.9919935374104802,0.9999999951607413,0.9959841722657442
0.364,36.64079320193285,0.399999991114204,0.4,-5.079940047512744e-10,0.999999990228059,0.9919935374044608,0.9999999951563765,0.9959841722604984
0.366,36.64079318368359,0.3999999908999558,0.4,-5.05845450655733e-10,0.9999999902157406,0.9919935373985108,0.9999999951520604,0.9959841722553118
0.368,36.64079316551257,0.39999999068717834,0.4,-5.036472131308757e-10,0.9999999902035559,0.991993537392631,0.9999999951477933,0.9959841722501851
0.37,36.64079314742158,0.3999999904758932,0.4,-5.013996429431934e-10,0.9999999901915066,0.9919935373868219,0.999999995143576,0.9959841722451193
0.372,36.64079312941239,0.3999999902661208,0.4,-4.99103095727211e-10,0.9999999901795943,0.9919935373810851,0.999999995139409,0.9959841722401149
