Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
7.562,35.14681969280392,0.40379736500925095,0.4,-8.434662858595452e-05,0.9971866589021284,0.9902902491011207,0.9988717371250054,0.9945695041084394
7.564,35.1437674719073,0.4037362277093611,0.4,-8.521880471559781e-05,0.9971909220506809,0.9902932093686413,0.9988736130404559,0.9945719071429735
7.566,35.140684111815695,0.4036746887780401,0.4,-8.607656844774391e-05,0.9971951918579903,0.9902961761046302,0.9988754925580092,0.9945743151052842
7.568,35.137570133025136,0.40361275897839466,0.4,-8.691982855139186e-05,0.9971994679174416,0.9902991489885017,0.9988773754795145,0.9945767277384469
7.57,35.13442605927052,0.4035504491026273,0.4,-8.774849632213546e-05,0.9972037498225462,0.9903021276996891,0.9988792616069245,0.9945791447856116
7.572,35.13125241743453,0.4034877699702726,0.4,-8.856248558851742e-05,0.9972080371670139,0.9903051119177029,0.9988811507423319,0.9945815659900494
7.574,35.12804973745633,0.40342473242643917,0.4,-8.936171271797508e-05,0.9972123295448249,0.9903081013221887,0.9988830426880072,0.9945839910951995
7.576,35.124818552240086,0.40336134734004947,0.4,-9.014609662237088e-05,0.9972166265503043,0.9903110955929858,0.9988849372464351,0.9945864198447175
7.578,35.12155939756324,0.40329762560208177,0.4,-9.09155587631134e-05,0.9972209277781932,0.9903140944101857,0.9988868342203521,0.9945888519825221
7.58,35.118272811984674,0.403233578123813,0.4,-9.167002315586535e-05,0.997225232823719,0.9903170974541877,0.9988887334127815,0.9945912872528407
7.582,35.11495933675266,0.4031692158350651,0.4,-9.240941637484433e-05,0.9972295412826695,0.990320104405758,0.9988906346270703,0.994593725400257
7.584,35.11161951571269,0.4031045496824497,0.4,-9.313366755670995e-05,0.9972338527514605,0.9903231149460848,0.9988925376669252,0.9945961661697559
7.586,35.10825389521516,0.40303959062761957,0.4,-9.384270840404315e-05,0.997238166827209,0.9903261287568356,0.9988944423364475,0.9945986093067696
7.588,35.10486302402293,0.4029743496455183,0.4,-9.45364731884146e-05,0.9972424831078013,0.990329145520212,0.9988963484401684,0.9946010545572224
7.59,35.10144745321881,0.40290883772263547,0.4,-9.521489875304773e-05,0.9972468011919623,0.9903321649190062,0.9988982557830843,0.9946035016675756
7.592,35.09800773611292,0.4028430658552649,0.4,-9.587792451507102e-05,0.9972511206793256,0.9903351866366552,0.9989001641706908,0.9946059503848721
7.594,35.094544428150016,0.40277704504776357,0.4,-9.652549246736482e-05,0.9972554411705002,0.9903382103572949,0.998902073409017,0.9946084004567797
7.596,35.09105808681672,0.4027107863108172,0.4,-9.71575471800008e-05,0.9972597622671402,0.9903412357658157,0.9989039833046597,0.9946108516316361
7.598,35.08754927154873,0.4026443006597081,0.4,-9.777403580127868e-05,0.9972640835720099,0.9903442625479149,0.9989058936648163,0.9946133036584905
7.6,35.08401854363798,0.4025775991125857,0.4,-9.837490805835589e-05,0.997268404689052,0.9903472903901493,0.9989078042973186,0.9946157562871472
7.602,35.080466466139804,0.40251069268874573,0.4,-9.896011625747554e-05,0.9972727252234534,0.9903503189799894,0.9989097150106656,0.994618209268208
7.604,35.07689360378009,0.40244359240690936,0.4,-9.952961528379103e-05,0.9972770447817109,0.9903533480058703,0.9989116256140547,0.994620662353114
7.606,35.07330052286246,0.4023763092835093,0.4,-0.00010008336260079185,0.9972813629716955,0.9903563771572437,0.9989135359174158,0.9946231152941867
7.608,35.06968779117543,0.4023088543309814,0.4,-0.00010062131824932708,0.9972856794027167,0.9903594061246287,0.9989154457314415,0.9946255678446696
7.61,35.0660559778997,0.4022412385560604,0.4,-0.00010114344484623169,0.997289993685588,0.9903624345996631,0.9989173548676188,0.9946280197587685
7.612,35.062405653515405,0.4021734729580818,0.4,-0.00010164970758255455,0.9972943054326869,0.9903654622751524,0.9989192631382601,0.9946304707916912
7.614,35.0587373897095,0.4021055685272907,0.4,-0.00010214007422139243,0.9972986142580202,0.9903684888451201,0.9989211703565339,0.994632920699688
7.616,35.05505175928321,0.4020375362431542,0.4,-0.00010261451509532759,0.9973029197772841,0.990371514004856,0.9989230763364944,0.9946353692400898
7.618,35.05134933605958,0.40196938707268315,0.4,-0.00010307300310347355,0.9973072216079266,0.9903745374509655,0.9989249808931119,0.994637816171348
7.62,35.04763069479116,0.4019011319687581,0.4,-0.00010351551370812834,0.997311519369206,0.9903775588814159,0.9989268838423019,0.9946402612530713
7.622,35.043896411067735,0.40183278186846294,0.4,-0.00010394202493104001,0.9973158126822531,0.9903805779955855,0.9989287850009535,0.9946427042460644
7.624,35.04014706122433,0.40176434769142755,0.4,-0.0001043525173492818,0.9973201011701287,0.9903835944943088,0.9989306841869591,0.994645144912365
7.626,35.036383222249256,0.4016958403381729,0.4,-0.00010474697409074248,0.9973243844578817,0.9903866080799226,0.9989325812192408,0.9946475830152799
7.628,35.03260547169238,0.40162727068847026,0.4,-0.0001051253808292306,0.9973286621726086,0.990389618456313,0.9989344759177803,0.9946500183194221
7.63,35.028814387573554,0.40155864959970156,0.4,-0.00010548772577919793,0.9973329339435085,0.9903926253289581,0.9989363681036435,0.9946524505907457
7.632,35.02501054829128,0.4014899879052347,0.4,-0.00010583399969008027,0.9973371994019407,0.9903956284049742,0.9989382575990099,0.994654879596581
7.634,35.021194532531524,0.401421296412799,0.4,-0.00010616419584026034,0.9973414581814783,0.9903986273931579,0.9989401442271969,0.9946573051056697
7.636,35.017366919176816,0.4013525859028786,0.4,-0.0001064783100306526,0.9973457099179661,0.9904016220040304,0.9989420278126873,0.9946597268881988
7.638,35.01352828721554,0.4012838671271056,0.4,-0.00010677634057791501,0.9973499542495714,0.9904046119498789,0.9989439081811538,0.9946621447158335
7.64,35.009679215651516,0.4012151508066691,0.4,-0.0001070582883072863,0.9973541908168392,0.9904075969447993,0.9989457851594844,0.9946645583617512
