Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,iEESGO.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.668,14.303628117320507,0.6166736341954677,0.39995979400419257,-0.0008017199636337113,0.39995979400419257,0.9964119310818867,0.9468427099102924,0.9621407441249857,0.9534242156199129
1.67,14.273883773166506,0.6160900124462269,0.3999597251871215,-0.0008507208047292627,0.3999597251871215,0.9964458844388698,0.9468530462564198,0.9621366228844046,0.9534258676561982
1.672,14.242377899429657,0.6154779091724638,0.399959663169936,-0.0008995816436381578,0.399959663169936,0.9964796936670602,0.9468627234087614,0.9621315105729044,0.9534266206685755
1.674,14.209115652099644,0.6148374307633032,0.3999596079534439,-0.0009482960449809821,0.3999596079534439,0.9965133557080853,0.9468717375096868,0.962125405325778,0.9534264718931306
1.676,14.174102418389095,0.6141686879386387,0.3999595595375879,-0.0009968575985813233,0.3999595595375879,0.9965468671763829,0.9468800844152478,0.9621183051121491,0.953425418342786
1.678,14.13734381580866,0.6134717957282253,0.39995951792144635,-0.00104525992044353,0.39995951792144635,0.9965802243650446,0.946887759701736,0.9621102077399812,0.9534234568131678
1.68,14.09884569120698,0.6127468734498841,0.39995948310323237,-0.0010934966537255388,0.39995948310323237,0.9966134232519639,0.9468947586725327,0.9621011108612983,0.9534205838887246
1.682,14.058614119775726,0.6119940446868188,0.39995945508029473,-0.0011415614697065657,0.39995945508029473,0.9966464595062825,0.9469010763652351,0.9620910119776119,0.9534167959490945
1.684,14.016655404019888,0.611213437264038,0.3999594338491179,-0.0011894480687494626,0.3999594338491179,0.9966793284951208,0.9469067075590578,0.9620799084455499,0.9534120891757071
1.686,13.972976072693523,0.610405183223889,0.3999594194053225,-0.0012371501812575368,0.3999594194053225,0.9967120252905954,0.9469116467825002,0.9620677974826796,0.9534064595586252
1.688,13.927582879701173,0.6095694188006966,0.3999594117436659,-0.0012846615686256302,0.3999594117436659,0.9967445446771083,0.9469158883212734,0.9620546761735228,0.9533999029036079
1.69,13.880482802965128,0.60870628439451,0.39995941085804315,-0.0013319760241852579,0.39995941085804315,0.9967768811589023,0.9469194262264763,0.9620405414757536,0.9533924148393962
1.692,13.831683043258785,0.6078159245439508,0.39995941674148744,-0.0013790873741436017,0.39995941674148744,0.9968090289678755,0.9469222543230162,0.9620253902265736,0.953383990825209
1.694,13.78119102300633,0.6068984878981721,0.39995942938617124,-0.0014259894785161585,0.39995942938617124,0.9968409820716445,0.9469243662182625,0.96200921914926,0.953374626158447
1.696,13.729014385048936,0.6059541271879173,0.3999594487834075,-0.001472676232052838,0.3999594487834075,0.9968727341818484,0.946925755310927,0.9619920248598782,0.9533643159825913
1.698,13.675160991377755,0.6049829991956877,0.3999594749236506,-0.0015191415651573108,0.3999594749236506,0.9969042787626858,0.9469264148001623,0.9619738038741531,0.9533530552952929
1.7,13.619638921833948,0.6039852647250131,0.3999595077964978,-0.0015653794447994017,0.3999595077964978,0.9969356090396726,0.9469263376948662,0.9619545526144924,0.9533408389566452
1.702,13.562456472775981,0.6029610885688313,0.39995954739069106,-0.001611383875420327,0.39995954739069106,0.996966718008614,0.9469255168231894,0.9619342674171549,0.9533276616976285
1.704,13.50362215571447,0.6019106394769719,0.399959593694118,-0.0016571488998305744,0.399959593694118,0.9969975984447804,0.946923944842228,0.9619129445395576,0.9533135181287212
