Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,hYGOV.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,20.32674794209209,0.4000519541608119,0.3999995,0.0,0.3999995,0.9999956484056015,0.9919906094543623,0.9999981309952319,0.9959817896052152
2.581235021352768e-07,20.326747942064458,0.4000519541601381,0.39999950000012674,-1.534972822294858e-12,0.39999950000012674,0.9999956484056195,0.9919906094543776,0.9999981309952409,0.9959817896052272
2.581235021352768e-07,20.326747942064458,0.4000519541601381,0.39999950000012674,-1.534972822294858e-12,0.39999950000012674,0.9999956484056195,0.9919906094543776,0.9999981309952409,0.9959817896052272
0.002,20.32674772797726,0.4000519489384448,0.39999950098116516,-1.1893320622355872e-08,0.39999950098116516,0.9999956485429337,0.9919906095703075,0.9999981310638315,0.995981789696159
0.004,20.32674708578922,0.4000519335304277,0.39999950195019285,-2.3782995346042007e-08,0.39999950195019285,0.9999956489337277,0.99199060990381,0.9999981312605124,0.9959817899573317
0.006,20.3267460156726,0.40005190829543413,0.3999995028957333,-3.566676008231728e-08,0.3999995028957333,0.9999956495489538,0.9919906104352196,0.99999813157278,0.995981790372753
0.008,20.326744517879693,0.4000518735605932,0.3999995038071484,-4.754243134083173e-08,0.3999995038071484,0.9999956503628156,0.991990611147019,0.9999981319895078,0.9959817909281856
0.01,20.326742592740057,0.40005182962396224,0.3999995046744786,-5.940789898680491e-08,0.3999995046744786,0.9999956513524224,0.9919906120236148,0.9999981325008032,0.995981791610963
0.012,20.32674024065799,0.4000517767573701,0.39999950548841273,-7.126111981985218e-08,0.39999950548841273,0.999995652497478,0.9919906130511307,0.9999981330978731,0.9959817924098205
0.014,20.326737462110234,0.4000517152089898,0.39999950624025765,-8.310011177387498e-08,0.39999950624025765,0.9999956537800021,0.9919906142172259,0.9999981337729086,0.9959817933147472
0.016,20.326734257643857,0.4000516452056661,0.39999950692191005,-9.492294867877813e-08,0.39999950692191005,0.999995655184082,0.9919906155109317,0.9999981345189792,0.9959817943168517
0.018,20.32673062787434,0.4000515669550176,0.39999950752582963,-1.0672775553103303e-07,0.39999950752582963,0.9999956566956468,0.9919906169225037,0.9999981353299379,0.9959817954082415
